candidate_id,pipeline_name,formula,candidate_reduced_formula,chemical_system,matched_to_sourceaware,formula_overlap_with_sourceaware,formula_sourceaware_row_count,formula_support_status,formula_sourceaware_mp_examples
CHGSCREEN-00474,CHGNet_screened_public_hull_top5000,MnRe(PbO3)2,MnRe(PbO3)2,Mn-O-Pb-Re,False,True,1,formula_only_overlap_no_label_assignment,mp-1221845
CHGSCREEN-00475,CHGNet_screened_public_hull_top5000,ScSnPt,ScSnPt,Pt-Sc-Sn,False,False,0,no_formula_overlap_no_label_assignment,
CHGSCREEN-00476,CHGNet_screened_public_hull_top5000,YH3,YH3,H-Y,False,False,0,no_formula_overlap_no_label_assignment,
CHGSCREEN-00477,CHGNet_screened_public_hull_top5000,LaGe,LaGe,Ge-La,True,True,2,exact_sourceaware_structure_label_match,mp-1084830;mp-21345
CHGSCREEN-00478,CHGNet_screened_public_hull_top5000,Fe5Co3,Fe5Co3,Co-Fe,True,True,1,exact_sourceaware_structure_label_match,mp-1084832
CHGSCREEN-00479,CHGNet_screened_public_hull_top5000,ErSiAg,ErSiAg,Ag-Er-Si,True,True,1,exact_sourceaware_structure_label_match,mp-1084844
CHGSCREEN-00480,CHGNet_screened_public_hull_top5000,SbTePd,SbTePd,Pd-Sb-Te,True,True,1,exact_sourceaware_structure_label_match,mp-10850
CHGSCREEN-00481,CHGNet_screened_public_hull_top5000,La(BC)2,La(BC)2,B-C-La,True,True,1,exact_sourceaware_structure_label_match,mp-10852
CHGSCREEN-00482,CHGNet_screened_public_hull_top5000,LaSn2Rh,LaSn2Rh,La-Rh-Sn,True,True,2,exact_sourceaware_structure_label_match,mp-1086668;mp-17370
CHGSCREEN-00483,CHGNet_screened_public_hull_top5000,YbCoGe2,YbCoGe2,Co-Ge-Yb,True,True,1,exact_sourceaware_structure_label_match,mp-1086674
CHGSCREEN-00484,CHGNet_screened_public_hull_top5000,SrS,SrS,S-Sr,True,True,1,exact_sourceaware_structure_label_match,mp-1087
CHGSCREEN-00485,CHGNet_screened_public_hull_top5000,YInPd,YInPd,In-Pd-Y,True,True,1,exact_sourceaware_structure_label_match,mp-1087485
CHGSCREEN-00486,CHGNet_screened_public_hull_top5000,Hf6Ga2Fe,Hf6Ga2Fe,Fe-Ga-Hf,True,True,1,exact_sourceaware_structure_label_match,mp-1087487
CHGSCREEN-00487,CHGNet_screened_public_hull_top5000,NiPPd,NiPPd,Ni-P-Pd,True,True,1,exact_sourceaware_structure_label_match,mp-1087499
CHGSCREEN-00488,CHGNet_screened_public_hull_top5000,KZn4P3,KZn4P3,K-P-Zn,True,True,1,exact_sourceaware_structure_label_match,mp-1087504
CHGSCREEN-00489,CHGNet_screened_public_hull_top5000,MnAlPt2,MnAlPt2,Al-Mn-Pt,True,True,1,exact_sourceaware_structure_label_match,mp-10893
CHGSCREEN-00490,CHGNet_screened_public_hull_top5000,Mn2AlV,Mn2AlV,Al-Mn-V,True,True,1,exact_sourceaware_structure_label_match,mp-10895
CHGSCREEN-00491,CHGNet_screened_public_hull_top5000,Al3Pd2,Al3Pd2,Al-Pd,True,True,1,exact_sourceaware_structure_label_match,mp-10901
CHGSCREEN-00492,CHGNet_screened_public_hull_top5000,Ba2NaIO6,Ba2NaIO6,Ba-I-Na-O,True,True,1,exact_sourceaware_structure_label_match,mp-1091394
CHGSCREEN-00493,CHGNet_screened_public_hull_top5000,ZrGeOs,ZrGeOs,Ge-Os-Zr,True,True,1,exact_sourceaware_structure_label_match,mp-1091395
CHGSCREEN-00494,CHGNet_screened_public_hull_top5000,YSiAg,YSiAg,Ag-Si-Y,True,True,1,exact_sourceaware_structure_label_match,mp-1091398
CHGSCREEN-00495,CHGNet_screened_public_hull_top5000,HoHg,HoHg,Hg-Ho,True,True,1,exact_sourceaware_structure_label_match,mp-1092
CHGSCREEN-00496,CHGNet_screened_public_hull_top5000,Ti2TlC,Ti2TlC,C-Ti-Tl,True,True,1,exact_sourceaware_structure_label_match,mp-1092281
CHGSCREEN-00497,CHGNet_screened_public_hull_top5000,Bi2Pt,Bi2Pt,Bi-Pt,False,True,1,formula_only_overlap_no_label_assignment,mp-22864
CHGSCREEN-00498,CHGNet_screened_public_hull_top5000,Zn(GaS2)2,Zn(GaS2)2,Ga-S-Zn,True,True,4,exact_sourceaware_structure_label_match,mp-1078049;mp-1094008;mp-34467;mp-5350
CHGSCREEN-00499,CHGNet_screened_public_hull_top5000,YbMnSb2,YbMnSb2,Mn-Sb-Yb,True,True,1,exact_sourceaware_structure_label_match,mp-1094016
CHGSCREEN-00500,CHGNet_screened_public_hull_top5000,TmTe,TmTe,Te-Tm,True,True,2,exact_sourceaware_structure_label_match,mp-10656;mp-1094027
CHGSCREEN-00501,CHGNet_screened_public_hull_top5000,Zn2In2O5,Zn2In2O5,In-O-Zn,True,True,1,exact_sourceaware_structure_label_match,mp-1094040
CHGSCREEN-00502,CHGNet_screened_public_hull_top5000,Ti5InS8,Ti5InS8,In-S-Ti,True,True,2,exact_sourceaware_structure_label_match,mp-1094043;mp-1217241
CHGSCREEN-00503,CHGNet_screened_public_hull_top5000,Si7Ge,Si7Ge,Ge-Si,True,True,1,exact_sourceaware_structure_label_match,mp-1094056
CHGSCREEN-00504,CHGNet_screened_public_hull_top5000,NaTi2BiO6,NaTi2BiO6,Bi-Na-O-Ti,True,True,3,exact_sourceaware_structure_label_match,mp-1094149;mp-1220903;mp-39681
CHGSCREEN-00505,CHGNet_screened_public_hull_top5000,Li3Mg,Li3Mg,Li-Mg,True,True,3,exact_sourceaware_structure_label_match,mp-1094159;mp-1094591;mp-1094598
CHGSCREEN-00506,CHGNet_screened_public_hull_top5000,LaMg2,LaMg2,La-Mg,True,True,3,exact_sourceaware_structure_label_match,mp-1094163;mp-1095697;mp-1909
CHGSCREEN-00507,CHGNet_screened_public_hull_top5000,La3Mg,La3Mg,La-Mg,True,True,5,exact_sourceaware_structure_label_match,mp-1094171;mp-1094172;mp-1094759;mp-1094855;mp-975341
CHGSCREEN-00508,CHGNet_screened_public_hull_top5000,Mg5Sn,Mg5Sn,Mg-Sn,True,True,2,exact_sourceaware_structure_label_match,mp-1094189;mp-1094199
CHGSCREEN-00509,CHGNet_screened_public_hull_top5000,LaMg,LaMg,La-Mg,True,True,6,exact_sourceaware_structure_label_match,mp-1094164;mp-1094182;mp-1094216;mp-1094739;mp-1104
CHGSCREEN-00510,CHGNet_screened_public_hull_top5000,Hf3Mg,Hf3Mg,Hf-Mg,True,True,1,exact_sourceaware_structure_label_match,mp-1094220
CHGSCREEN-00511,CHGNet_screened_public_hull_top5000,MgSn2,MgSn2,Mg-Sn,False,True,5,formula_only_overlap_no_label_assignment,mp-1094212;mp-1094213;mp-1094223;mp-1094241;mp-2038281
CHGSCREEN-00512,CHGNet_screened_public_hull_top5000,MgSn2,MgSn2,Mg-Sn,False,True,5,formula_only_overlap_no_label_assignment,mp-1094212;mp-1094213;mp-1094223;mp-1094241;mp-2038281
CHGSCREEN-00513,CHGNet_screened_public_hull_top5000,Sr3Mg,Sr3Mg,Mg-Sr,True,True,4,exact_sourceaware_structure_label_match,mp-1094293;mp-1094297;mp-1094309;mp-1094786
CHGSCREEN-00514,CHGNet_screened_public_hull_top5000,SrMg3,SrMg3,Mg-Sr,False,True,1,formula_only_overlap_no_label_assignment,mp-1094338
CHGSCREEN-00515,CHGNet_screened_public_hull_top5000,Sr5Mg,Sr5Mg,Mg-Sr,True,True,6,exact_sourceaware_structure_label_match,mp-1094292;mp-1094314;mp-1094360;mp-1094372;mp-1094530
CHGSCREEN-00516,CHGNet_screened_public_hull_top5000,MgTi,MgTi,Mg-Ti,True,True,2,exact_sourceaware_structure_label_match,mp-1094383;mp-1094385
CHGSCREEN-00517,CHGNet_screened_public_hull_top5000,MgTi5,MgTi5,Mg-Ti,True,True,3,exact_sourceaware_structure_label_match,mp-1094322;mp-1094340;mp-1094387
CHGSCREEN-00518,CHGNet_screened_public_hull_top5000,YMg2,YMg2,Mg-Y,True,True,7,exact_sourceaware_structure_label_match,mp-1094403;mp-1094404;mp-1094418;mp-1094454;mp-11499
CHGSCREEN-00519,CHGNet_screened_public_hull_top5000,Mg5Zn,Mg5Zn,Mg-Zn,True,True,5,exact_sourceaware_structure_label_match,mp-1094425;mp-1094434;mp-1094450;mp-1094459;mp-1094473
CHGSCREEN-00520,CHGNet_screened_public_hull_top5000,Mg5Zn,Mg5Zn,Mg-Zn,True,True,5,exact_sourceaware_structure_label_match,mp-1094425;mp-1094434;mp-1094450;mp-1094459;mp-1094473
CHGSCREEN-00521,CHGNet_screened_public_hull_top5000,Mg5Zn,Mg5Zn,Mg-Zn,True,True,5,exact_sourceaware_structure_label_match,mp-1094425;mp-1094434;mp-1094450;mp-1094459;mp-1094473
CHGSCREEN-00522,CHGNet_screened_public_hull_top5000,MgZn5,MgZn5,Mg-Zn,True,True,4,exact_sourceaware_structure_label_match,mp-1094194;mp-1094462;mp-1094484;mp-1094485
CHGSCREEN-00523,CHGNet_screened_public_hull_top5000,Mg3Sn,Mg3Sn,Mg-Sn,True,True,2,exact_sourceaware_structure_label_match,mp-1094514;mp-978294
CHGSCREEN-00524,CHGNet_screened_public_hull_top5000,LiMg,LiMg,Li-Mg,True,True,18,exact_sourceaware_structure_label_match,mp-1094568;mp-1094573;mp-1094578;mp-1094580;mp-1094589
CHGSCREEN-00525,CHGNet_screened_public_hull_top5000,LiMg,LiMg,Li-Mg,True,True,18,exact_sourceaware_structure_label_match,mp-1094568;mp-1094573;mp-1094578;mp-1094580;mp-1094589
CHGSCREEN-00526,CHGNet_screened_public_hull_top5000,Li3Mg,Li3Mg,Li-Mg,True,True,3,exact_sourceaware_structure_label_match,mp-1094159;mp-1094591;mp-1094598
CHGSCREEN-00527,CHGNet_screened_public_hull_top5000,LiMg2,LiMg2,Li-Mg,True,True,10,exact_sourceaware_structure_label_match,mp-1094156;mp-1094559;mp-1094574;mp-1094581;mp-1094587
CHGSCREEN-00528,CHGNet_screened_public_hull_top5000,LiMg3,LiMg3,Li-Mg,True,True,6,exact_sourceaware_structure_label_match,mp-1016222;mp-1094567;mp-1094596;mp-1094602;mp-1094665
CHGSCREEN-00529,CHGNet_screened_public_hull_top5000,LiMg3,LiMg3,Li-Mg,False,True,6,formula_only_overlap_no_label_assignment,mp-1016222;mp-1094567;mp-1094596;mp-1094602;mp-1094665
CHGSCREEN-00530,CHGNet_screened_public_hull_top5000,LiMg2,LiMg2,Li-Mg,True,True,10,exact_sourceaware_structure_label_match,mp-1094156;mp-1094559;mp-1094574;mp-1094581;mp-1094587
CHGSCREEN-00531,CHGNet_screened_public_hull_top5000,MgGa2,MgGa2,Ga-Mg,True,True,8,exact_sourceaware_structure_label_match,mp-1094611;mp-1094616;mp-1094622;mp-1094624;mp-1094629
CHGSCREEN-00532,CHGNet_screened_public_hull_top5000,Mg2Ga,Mg2Ga,Ga-Mg,True,True,11,exact_sourceaware_structure_label_match,mp-1094610;mp-1094613;mp-1094619;mp-1094625;mp-1094634
CHGSCREEN-00533,CHGNet_screened_public_hull_top5000,MgGa2,MgGa2,Ga-Mg,True,True,8,exact_sourceaware_structure_label_match,mp-1094611;mp-1094616;mp-1094622;mp-1094624;mp-1094629
CHGSCREEN-00534,CHGNet_screened_public_hull_top5000,Mg2Ga,Mg2Ga,Ga-Mg,True,True,11,exact_sourceaware_structure_label_match,mp-1094610;mp-1094613;mp-1094619;mp-1094625;mp-1094634
CHGSCREEN-00535,CHGNet_screened_public_hull_top5000,Mg3Ga,Mg3Ga,Ga-Mg,True,True,6,exact_sourceaware_structure_label_match,mp-1016221;mp-1094608;mp-1094652;mp-1094854;mp-978280
CHGSCREEN-00536,CHGNet_screened_public_hull_top5000,MgGa,MgGa,Ga-Mg,True,True,8,exact_sourceaware_structure_label_match,mp-1094617;mp-1094632;mp-1094637;mp-1094648;mp-1094661
CHGSCREEN-00537,CHGNet_screened_public_hull_top5000,MgGa2,MgGa2,Ga-Mg,True,True,8,exact_sourceaware_structure_label_match,mp-1094611;mp-1094616;mp-1094622;mp-1094624;mp-1094629
CHGSCREEN-00538,CHGNet_screened_public_hull_top5000,LiMg3,LiMg3,Li-Mg,True,True,6,exact_sourceaware_structure_label_match,mp-1016222;mp-1094567;mp-1094596;mp-1094602;mp-1094665
CHGSCREEN-00539,CHGNet_screened_public_hull_top5000,Mg5Bi,Mg5Bi,Bi-Mg,True,True,3,exact_sourceaware_structure_label_match,mp-1038921;mp-1094714;mp-1094983
CHGSCREEN-00540,CHGNet_screened_public_hull_top5000,LaMg,LaMg,La-Mg,True,True,6,exact_sourceaware_structure_label_match,mp-1094164;mp-1094182;mp-1094216;mp-1094739;mp-1104
CHGSCREEN-00541,CHGNet_screened_public_hull_top5000,MgZn,MgZn,Mg-Zn,False,True,7,formula_only_overlap_no_label_assignment,mp-1094435;mp-1094445;mp-1094475;mp-1094488;mp-1094490
CHGSCREEN-00542,CHGNet_screened_public_hull_top5000,CeMg2,CeMg2,Ce-Mg,True,True,10,exact_sourceaware_structure_label_match,mp-1039304;mp-1039345;mp-1039355;mp-1039357;mp-1039492
CHGSCREEN-00543,CHGNet_screened_public_hull_top5000,MgCd2,MgCd2,Cd-Mg,False,True,12,formula_only_overlap_no_label_assignment,mp-1038785;mp-1038797;mp-1038882;mp-1039056;mp-1039175
CHGSCREEN-00544,CHGNet_screened_public_hull_top5000,MgBi2,MgBi2,Bi-Mg,False,True,2,formula_only_overlap_no_label_assignment,mp-1038896;mp-1095014
CHGSCREEN-00545,CHGNet_screened_public_hull_top5000,MgSn3,MgSn3,Mg-Sn,True,True,7,exact_sourceaware_structure_label_match,mp-1094202;mp-1094230;mp-1094249;mp-1094725;mp-1094802
CHGSCREEN-00546,CHGNet_screened_public_hull_top5000,Ca3Mg,Ca3Mg,Ca-Mg,True,True,6,exact_sourceaware_structure_label_match,mp-1038985;mp-1039142;mp-1039411;mp-1094735;mp-1094989
CHGSCREEN-00547,CHGNet_screened_public_hull_top5000,DyAgSe2,DyAgSe2,Ag-Dy-Se,True,True,2,exact_sourceaware_structure_label_match,mp-1095026;mp-1181462
CHGSCREEN-00548,CHGNet_screened_public_hull_top5000,Eu2InPt2,Eu2InPt2,Eu-In-Pt,True,True,1,exact_sourceaware_structure_label_match,mp-1095035
CHGSCREEN-00549,CHGNet_screened_public_hull_top5000,La(GeIr)2,La(GeIr)2,Ge-Ir-La,True,True,1,exact_sourceaware_structure_label_match,mp-1095046
CHGSCREEN-00550,CHGNet_screened_public_hull_top5000,LiPtF6,LiPtF6,F-Li-Pt,True,True,1,exact_sourceaware_structure_label_match,mp-1095099
CHGSCREEN-00551,CHGNet_screened_public_hull_top5000,Ba2BiIrO6,Ba2BiIrO6,Ba-Bi-Ir-O,True,True,2,exact_sourceaware_structure_label_match,mp-1078727;mp-1095109
CHGSCREEN-00552,CHGNet_screened_public_hull_top5000,LuNiGe2,LuNiGe2,Ge-Lu-Ni,True,True,2,exact_sourceaware_structure_label_match,mp-1095125;mp-638051
CHGSCREEN-00553,CHGNet_screened_public_hull_top5000,TiPOs,TiPOs,Os-P-Ti,True,True,1,exact_sourceaware_structure_label_match,mp-1095128
CHGSCREEN-00554,CHGNet_screened_public_hull_top5000,Sr2MnMoO6,Sr2MnMoO6,Mn-Mo-O-Sr,False,False,0,no_formula_overlap_no_label_assignment,
CHGSCREEN-00555,CHGNet_screened_public_hull_top5000,Ca2CdAs2,Ca2CdAs2,As-Ca-Cd,True,True,1,exact_sourceaware_structure_label_match,mp-1095180
CHGSCREEN-00556,CHGNet_screened_public_hull_top5000,CaNiGeH,CaNiGeH,Ca-Ge-H-Ni,True,True,1,exact_sourceaware_structure_label_match,mp-1095188
CHGSCREEN-00557,CHGNet_screened_public_hull_top5000,SmCdGa,SmCdGa,Cd-Ga-Sm,True,True,1,exact_sourceaware_structure_label_match,mp-1095197
CHGSCREEN-00558,CHGNet_screened_public_hull_top5000,OF2,OF2,F-O,True,True,1,exact_sourceaware_structure_label_match,mp-1095223
CHGSCREEN-00559,CHGNet_screened_public_hull_top5000,Eu3(GeIr)4,Eu3(GeIr)4,Eu-Ge-Ir,True,True,1,exact_sourceaware_structure_label_match,mp-1095238
CHGSCREEN-00560,CHGNet_screened_public_hull_top5000,ScGeRh,ScGeRh,Ge-Rh-Sc,True,True,1,exact_sourceaware_structure_label_match,mp-1095247
CHGSCREEN-00561,CHGNet_screened_public_hull_top5000,OsO2,OsO2,O-Os,True,True,2,exact_sourceaware_structure_label_match,mp-1095264;mp-996
CHGSCREEN-00562,CHGNet_screened_public_hull_top5000,GeP,GeP,Ge-P,True,True,1,exact_sourceaware_structure_label_match,mp-1095275
CHGSCREEN-00563,CHGNet_screened_public_hull_top5000,GeF2,GeF2,F-Ge,True,True,2,exact_sourceaware_structure_label_match,mp-1095292;mp-7595
CHGSCREEN-00564,CHGNet_screened_public_hull_top5000,EuIn4Ir,EuIn4Ir,Eu-In-Ir,True,True,1,exact_sourceaware_structure_label_match,mp-1095333
CHGSCREEN-00565,CHGNet_screened_public_hull_top5000,LiEuAs,LiEuAs,As-Eu-Li,False,False,0,no_formula_overlap_no_label_assignment,
CHGSCREEN-00566,CHGNet_screened_public_hull_top5000,LiEuSb,LiEuSb,Eu-Li-Sb,False,False,0,no_formula_overlap_no_label_assignment,
CHGSCREEN-00567,CHGNet_screened_public_hull_top5000,HfCoP,HfCoP,Co-Hf-P,True,True,1,exact_sourceaware_structure_label_match,mp-1095427
CHGSCREEN-00568,CHGNet_screened_public_hull_top5000,LuSeO3F,LuSeO3F,F-Lu-O-Se,True,True,2,exact_sourceaware_structure_label_match,mp-1095437;mp-561326
CHGSCREEN-00569,CHGNet_screened_public_hull_top5000,HoVO4,HoVO4,Ho-O-V,True,True,2,exact_sourceaware_structure_label_match,mp-1095454;mp-18734
CHGSCREEN-00570,CHGNet_screened_public_hull_top5000,NdCo3,NdCo3,Co-Nd,True,True,1,exact_sourceaware_structure_label_match,mp-1095461
CHGSCREEN-00571,CHGNet_screened_public_hull_top5000,ZrGeIr,ZrGeIr,Ge-Ir-Zr,False,False,0,no_formula_overlap_no_label_assignment,
CHGSCREEN-00572,CHGNet_screened_public_hull_top5000,CdSe2,CdSe2,Cd-Se,True,True,1,exact_sourceaware_structure_label_match,mp-1095493
CHGSCREEN-00573,CHGNet_screened_public_hull_top5000,Sn(HgSe2)2,Sn(HgSe2)2,Hg-Se-Sn,True,True,1,exact_sourceaware_structure_label_match,mp-10955
CHGSCREEN-00574,CHGNet_screened_public_hull_top5000,BaReH9,BaReH9,Ba-H-Re,True,True,1,exact_sourceaware_structure_label_match,mp-1095506
CHGSCREEN-00575,CHGNet_screened_public_hull_top5000,YGa4Ni,YGa4Ni,Ga-Ni-Y,True,True,1,exact_sourceaware_structure_label_match,mp-1095535
CHGSCREEN-00576,CHGNet_screened_public_hull_top5000,HoAsPt,HoAsPt,As-Ho-Pt,True,True,1,exact_sourceaware_structure_label_match,mp-1095550
CHGSCREEN-00577,CHGNet_screened_public_hull_top5000,DyGaPt,DyGaPt,Dy-Ga-Pt,False,False,0,no_formula_overlap_no_label_assignment,
CHGSCREEN-00578,CHGNet_screened_public_hull_top5000,HoCoGe,HoCoGe,Co-Ge-Ho,True,True,1,exact_sourceaware_structure_label_match,mp-1095599
CHGSCREEN-00579,CHGNet_screened_public_hull_top5000,YSnPd,YSnPd,Pd-Sn-Y,False,False,0,no_formula_overlap_no_label_assignment,
CHGSCREEN-00580,CHGNet_screened_public_hull_top5000,Tb2Au,Tb2Au,Au-Tb,True,True,1,exact_sourceaware_structure_label_match,mp-1095658
CHGSCREEN-00581,CHGNet_screened_public_hull_top5000,TbOs2,TbOs2,Os-Tb,True,True,1,exact_sourceaware_structure_label_match,mp-1095666
CHGSCREEN-00582,CHGNet_screened_public_hull_top5000,Fe11MoC4,Fe11MoC4,C-Fe-Mo,True,True,1,exact_sourceaware_structure_label_match,mp-1096767
CHGSCREEN-00583,CHGNet_screened_public_hull_top5000,AlAgO2,AlAgO2,Ag-Al-O,True,True,3,exact_sourceaware_structure_label_match,mp-1096824;mp-11794;mp-9631
CHGSCREEN-00584,CHGNet_screened_public_hull_top5000,Ba,Ba,Ba,False,True,1,formula_only_overlap_no_label_assignment,mp-56
CHGSCREEN-00585,CHGNet_screened_public_hull_top5000,Cr3N2,Cr3N2,Cr-N,True,True,3,exact_sourceaware_structure_label_match,mp-1014303;mp-1096882;mp-1096898
CHGSCREEN-00586,CHGNet_screened_public_hull_top5000,CsCaCl3,CsCaCl3,Ca-Cl-Cs,False,False,0,no_formula_overlap_no_label_assignment,
CHGSCREEN-00587,CHGNet_screened_public_hull_top5000,Cs2VHO4,Cs2VHO4,Cs-H-O-V,True,True,1,exact_sourceaware_structure_label_match,mp-1096946
CHGSCREEN-00588,CHGNet_screened_public_hull_top5000,GaAgO2,GaAgO2,Ag-Ga-O,True,True,4,exact_sourceaware_structure_label_match,mp-1096971;mp-1096976;mp-11020;mp-1105293
CHGSCREEN-00589,CHGNet_screened_public_hull_top5000,Hg,Hg,Hg,False,True,2,formula_only_overlap_no_label_assignment,mp-1184657;mp-1184766
CHGSCREEN-00590,CHGNet_screened_public_hull_top5000,HfN,HfN,Hf-N,True,True,2,exact_sourceaware_structure_label_match,mp-1096994;mp-2828
CHGSCREEN-00591,CHGNet_screened_public_hull_top5000,Li(CoS2)2,Li(CoS2)2,Co-Li-S,True,True,1,exact_sourceaware_structure_label_match,mp-1097024
CHGSCREEN-00592,CHGNet_screened_public_hull_top5000,Li2HfN2,Li2HfN2,Hf-Li-N,True,True,1,exact_sourceaware_structure_label_match,mp-1097065
CHGSCREEN-00593,CHGNet_screened_public_hull_top5000,LiEu4(BN2)3,LiEu4(BN2)3,B-Eu-Li-N,True,True,1,exact_sourceaware_structure_label_match,mp-1097959
CHGSCREEN-00594,CHGNet_screened_public_hull_top5000,Li2Eu5O8,Li2Eu5O8,Eu-Li-O,True,True,1,exact_sourceaware_structure_label_match,mp-1098010
CHGSCREEN-00595,CHGNet_screened_public_hull_top5000,DyCuAs2,DyCuAs2,As-Cu-Dy,True,True,1,exact_sourceaware_structure_label_match,mp-10992
CHGSCREEN-00596,CHGNet_screened_public_hull_top5000,LiMg3O4,LiMg3O4,Li-Mg-O,True,True,1,exact_sourceaware_structure_label_match,mp-1099259
CHGSCREEN-00597,CHGNet_screened_public_hull_top5000,La2Fe2O5,La2Fe2O5,Fe-La-O,True,True,1,exact_sourceaware_structure_label_match,mp-1099626
CHGSCREEN-00598,CHGNet_screened_public_hull_top5000,Ca2SnS4,Ca2SnS4,Ca-S-Sn,True,True,3,exact_sourceaware_structure_label_match,mp-1100332;mp-866810;mp-866818
CHGSCREEN-00599,CHGNet_screened_public_hull_top5000,Ca2Sn3S8,Ca2Sn3S8,Ca-S-Sn,True,True,2,exact_sourceaware_structure_label_match,mp-1100342;mp-1100346
CHGSCREEN-00600,CHGNet_screened_public_hull_top5000,TaSnRh,TaSnRh,Rh-Sn-Ta,True,True,1,exact_sourceaware_structure_label_match,mp-1100408
CHGSCREEN-00601,CHGNet_screened_public_hull_top5000,CaCdSn,CaCdSn,Ca-Cd-Sn,True,True,2,exact_sourceaware_structure_label_match,mp-1100411;mp-568695
CHGSCREEN-00602,CHGNet_screened_public_hull_top5000,BaPS3,BaPS3,Ba-P-S,True,True,1,exact_sourceaware_structure_label_match,mp-11006
CHGSCREEN-00603,CHGNet_screened_public_hull_top5000,YCuTe2,YCuTe2,Cu-Te-Y,True,True,2,exact_sourceaware_structure_label_match,mp-1100868;mp-945184
CHGSCREEN-00604,CHGNet_screened_public_hull_top5000,TlBiF4,TlBiF4,Bi-F-Tl,True,True,4,exact_sourceaware_structure_label_match,mp-1100999;mp-1216550;mp-1216759;mp-674849
CHGSCREEN-00605,CHGNet_screened_public_hull_top5000,AgSe5,AgSe5,Ag-Se,False,False,0,no_formula_overlap_no_label_assignment,
CHGSCREEN-00606,CHGNet_screened_public_hull_top5000,PrInCo2,PrInCo2,Co-In-Pr,True,True,1,exact_sourceaware_structure_label_match,mp-1101088
CHGSCREEN-00607,CHGNet_screened_public_hull_top5000,V4O5F7,V4O5F7,F-O-V,True,True,10,exact_sourceaware_structure_label_match,mp-1101221;mp-2214551;mp-2214552;mp-2214898;mp-755181
CHGSCREEN-00608,CHGNet_screened_public_hull_top5000,V6O7F5,V6O7F5,F-O-V,True,True,20,exact_sourceaware_structure_label_match,mp-1101237;mp-1101239;mp-752809;mp-754691;mp-754836
CHGSCREEN-00609,CHGNet_screened_public_hull_top5000,SrCaI4,SrCaI4,Ca-I-Sr,True,True,5,exact_sourceaware_structure_label_match,mp-1101340;mp-1101341;mp-1101345;mp-850277;mp-850305
CHGSCREEN-00610,CHGNet_screened_public_hull_top5000,SrCaI4,SrCaI4,Ca-I-Sr,True,True,5,exact_sourceaware_structure_label_match,mp-1101340;mp-1101341;mp-1101345;mp-850277;mp-850305
CHGSCREEN-00611,CHGNet_screened_public_hull_top5000,K2TeOF4,K2TeOF4,F-K-O-Te,True,True,1,exact_sourceaware_structure_label_match,mp-11014
CHGSCREEN-00612,CHGNet_screened_public_hull_top5000,Rb3TmO3,Rb3TmO3,O-Rb-Tm,True,True,1,exact_sourceaware_structure_label_match,mp-1101403
CHGSCREEN-00613,CHGNet_screened_public_hull_top5000,NbVO4,NbVO4,Nb-O-V,True,True,1,exact_sourceaware_structure_label_match,mp-1101448
CHGSCREEN-00614,CHGNet_screened_public_hull_top5000,LiMo(PO4)2,LiMo(PO4)2,Li-Mo-O-P,True,True,2,exact_sourceaware_structure_label_match,mp-1101504;mp-1101509
CHGSCREEN-00615,CHGNet_screened_public_hull_top5000,RbCd(NO2)3,RbCd(NO2)3,Cd-N-O-Rb,True,True,1,exact_sourceaware_structure_label_match,mp-11016
CHGSCREEN-00616,CHGNet_screened_public_hull_top5000,NaCeO2,NaCeO2,Ce-Na-O,True,True,2,exact_sourceaware_structure_label_match,mp-1101668;mp-755581
CHGSCREEN-00617,CHGNet_screened_public_hull_top5000,PrHfO4,PrHfO4,Hf-O-Pr,True,True,1,exact_sourceaware_structure_label_match,mp-1101671
CHGSCREEN-00618,CHGNet_screened_public_hull_top5000,ZrPRh,ZrPRh,P-Rh-Zr,False,False,0,no_formula_overlap_no_label_assignment,
CHGSCREEN-00619,CHGNet_screened_public_hull_top5000,YFeCo3B,YFeCo3B,B-Co-Fe-Y,True,True,1,exact_sourceaware_structure_label_match,mp-1101797
CHGSCREEN-00620,CHGNet_screened_public_hull_top5000,Ge2W,Ge2W,Ge-W,True,True,2,exact_sourceaware_structure_label_match,mp-1101810;mp-542595
CHGSCREEN-00621,CHGNet_screened_public_hull_top5000,Mg2Si,Mg2Si,Mg-Si,False,True,2,formula_only_overlap_no_label_assignment,mp-1074652;mp-1367
CHGSCREEN-00622,CHGNet_screened_public_hull_top5000,ZrCuSn,ZrCuSn,Cu-Sn-Zr,False,False,0,no_formula_overlap_no_label_assignment,
CHGSCREEN-00623,CHGNet_screened_public_hull_top5000,GdAsS,GdAsS,As-Gd-S,False,False,0,no_formula_overlap_no_label_assignment,
CHGSCREEN-00624,CHGNet_screened_public_hull_top5000,SnBi4Te7,SnBi4Te7,Bi-Sn-Te,True,True,1,exact_sourceaware_structure_label_match,mp-1101917
CHGSCREEN-00625,CHGNet_screened_public_hull_top5000,ZrGeRh,ZrGeRh,Ge-Rh-Zr,False,False,0,no_formula_overlap_no_label_assignment,
CHGSCREEN-00626,CHGNet_screened_public_hull_top5000,NbCoAs,NbCoAs,As-Co-Nb,False,False,0,no_formula_overlap_no_label_assignment,
CHGSCREEN-00627,CHGNet_screened_public_hull_top5000,PrAlAu,PrAlAu,Al-Au-Pr,False,False,0,no_formula_overlap_no_label_assignment,
